timestamp,open,high,low,close,volume,Price Change,Volatility,high_low_ratio,close_open_diff,Rolling_Mean_Close,Rolling_Std_Close,rolling_max_6h,rolling_min_6h,Target_Close,Target_Movement,vol_1h,vol_mean_6h,vol_std_6h,vol_max_6h,vol_min_6h,return_1h,return_mean_6h,return_std_6h,hour,dayofweek,day,hour_sin,hour_cos,day_sin,day_cos,rsi,macd,bb_high,bb_low,ema_10,ema_30,close_lag_1,volume_lag_1,price_volatility_interaction
2021-04-20 08:00:00,54410.57,55313.9,54230.38,55220.29,3227.006,809.7200000000012,0.019913777782515494,1.0199799448205968,809.7200000000012,54739.176,598.5671255423476,55258.63,53856.35,54889.16,0,1083.520000000004,1098.6449999999993,329.5534676953053,1688.9599999999991,782.489999999998,-0.005996527725587786,0.00045297435637940236,0.013198160752695028,8,1,20,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,46.933947088772996,-440.7104649433022,57082.070246312556,53831.423753687435,55002.79307906678,55431.66001575999,54410.57,3889.6536,1099.6445841460625
2021-04-20 09:00:00,55220.3,55433.4,54781.59,54889.16,2858.5535,-331.1399999999994,0.011803811279547646,1.0118983403000898,-331.1399999999994,54665.28199999999,538.1662245719552,55258.63,53856.35,55908.52,1,651.810000000005,1017.0500000000005,374.4105268819238,1688.9599999999991,651.810000000005,0.018571244303975387,0.0020432121848829032,0.01490297667321406,9,1,20,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,44.27436636791461,-424.4968857262211,56799.09674630037,53892.57325369963,54982.04047047473,55389.734374584266,55220.29,3227.006,647.9012859328956
2021-04-20 10:00:00,54889.15,56239.31,54824.81,55908.52,4372.3223,1019.3699999999953,0.025770120324326393,1.0258003630108339,1019.3699999999953,54856.978,780.91426627385,55908.52,53856.35,56266.83,1,1414.5,1122.385000000001,384.0030074752013,1688.9599999999991,651.810000000005,0.006408862191308318,0.004042100396402959,0.014473407706293257,10,1,20,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,53.08746687195936,-325.6399004623963,56693.11495340398,53937.837046596025,55151.10484008167,55429.321932507686,54889.16,2858.5535,1440.7692875550085
2021-04-20 11:00:00,55908.52,56419.13,55680.64,56266.83,2774.0605,358.31000000000495,0.013208899108758344,1.0132629581843886,358.31000000000495,55339.074,752.2718701573359,56266.83,53856.35,55801.14,0,738.489999999998,1113.0600000000013,394.10589008539216,1688.9599999999991,651.810000000005,-0.008276457017393768,0.005979916261614149,0.010983888450761018,11,1,20,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,55.73735243870297,-215.89371656096773,56613.13867579356,53981.40532420643,55354.56809073506,55492.48577440114,55908.52,4372.3223,743.2228806396573
2021-04-20 12:00:00,56266.83,56290.31,55604.73,55801.14,2705.9443,-465.6900000000023,0.012184443303452397,1.0123295266427874,-465.6900000000023,55617.188,554.1435265073566,56266.83,54410.57,56317.99,1,685.5799999999945,945.8300000000005,303.27557303548264,1414.5,651.810000000005,0.0092623555719471,0.005808524102989802,0.010910950955446528,12,1,20,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,51.65358178351872,-164.5989717201228,56648.34395227035,53982.32804772964,55435.9607166168,55515.513043039406,56266.83,2774.0605,679.9058265980096
2021-04-20 13:00:00,55801.13,56320.55,55693.69,56317.99,2723.867,516.8600000000006,0.011233822684235976,1.0112554941143244,516.8600000000006,55836.728,574.6534944381732,56317.99,54889.16,55336.14,0,626.8600000000006,866.7933333333336,316.24006587822936,1414.5,626.8600000000006,-0.01743403839519131,0.00042257315484299046,0.013259624671827251,13,1,20,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,55.54648335631963,-81.3048101300592,56758.93227979235,54045.01672020764,55596.64907285537,55574.78414716973,55801.14,2705.9443,632.6663135925749
2021-04-20 14:00:00,56318.0,56455.93,55200.0,55336.14,4285.5444,-981.8600000000006,0.02230068539365745,1.0227523550724638,-981.8600000000006,55926.123999999996,398.01116872520504,56317.99,54889.16,55323.19,0,1255.9300000000003,895.5283333333331,346.27780531917807,1414.5,626.8600000000006,-0.00023402427419039196,0.001382990396742556,0.012905658360487371,14,1,20,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,47.690410745155106,-93.44351760074642,56759.15549988426,54095.708500115725,55549.20663235725,55557.321020639014,56317.99,2723.867,1234.0338490393838
2021-04-20 15:00:00,55336.14,55567.87,54649.58,55323.19,3870.6633,-12.94999999999709,0.016594760675392263,1.0168032398419165,-12.94999999999709,55809.058,481.7543013508095,56317.99,55323.19,55784.86,1,918.2900000000009,939.9416666666657,325.21555764856515,1414.5,626.8600000000006,0.008344963477340928,-0.00032138974102985385,0.010661928675988796,15,1,20,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,47.59479757646771,-102.92206598831399,56757.38828390218,54092.82671609783,55508.057947179164,55540.33525045988,55336.14,4285.5444,918.0750978492546
2021-04-20 16:00:00,55323.18,55798.28,55099.63,55784.86,3801.773,461.6800000000003,0.01262852207700283,1.0126797584666176,461.6800000000003,55712.664000000004,410.1585518186946,56317.99,55323.19,55871.72,1,698.6500000000015,820.6333333333326,235.13186978090994,1255.9300000000003,626.8600000000006,0.0015570532936715065,-0.0011300245573026557,0.010224407376710947,16,1,20,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,51.340240439843306,-72.34700200720545,56771.18724061621,54094.0107593838,55558.440442776446,55557.93371527249,55323.19,3870.6633,704.4803360725122
2021-04-20 17:00:00,55784.86,55935.0,55465.15,55871.72,2436.8677,86.86000000000058,0.008422536150489551,1.008471084996615,86.86000000000058,55726.780000000006,415.14896477048865,56317.99,55323.19,56253.81,1,469.84999999999854,775.8599999999993,275.93785256829153,1255.9300000000003,469.84999999999854,0.006838701224877175,0.0013891684830758348,0.009970392402122307,17,1,20,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,52.03482899742053,-40.63870969143318,56764.05926328382,54095.216736716175,55615.45114315205,55580.34984936252,55784.86,3801.773,470.5815814900301
